"date","season","matchday","goalkeeper","penaltytaker","homegame","result","minute","goaldiff","gkclub","ptclub","gkage","ptage","gkexp","ptexp"
1974-11-09,"74/75",12,"Hellström, Ronnie","Müller4, Gerd",1,"Tor",66,2,"1.FC Kaiserslautern","FC Bayern München",25,29,0,9
1974-11-09,"74/75",12,"Burdenski, Dieter","Konopka, Harald",1,"Tor",5,0,"SV Werder Bremen","1.FC Köln",24,22,4,3
1974-11-09,"74/75",12,"Linders, Dietmar","Herzog2, Dieter",1,"gehalten",18,0,"MSV Duisburg","Fortuna Düsseldorf",34,28,7,3
1974-11-09,"74/75",12,"Kargus, Rudolf","Fischer, Klaus",2,"gehalten",44,0,"Hamburger SV","FC Schalke 04",22,24,3,6
1974-11-16,"74/75",13,"Nigbur, Norbert","Handschuh, Karl-Heinz",1,"Tor",44,0,"FC Schalke 04","Eintracht Frankfurt",26,27,8,8
1974-11-16,"74/75",13,"Blasey, Heinz","Geye, Rainer",2,"vorbei",27,0,"Rot-Weiss Essen","Fortuna Düsseldorf",26,25,4,3
1974-11-23,"74/75",14,"Blasey, Heinz","Müller4, Gerd",1,"gehalten",21,1,"Rot-Weiss Essen","FC Bayern München",26,29,4,9
1974-11-26,"74/75",11,"Heinze, Gerhard","Höttges, Horst-Dieter",1,"Tor",72,-1,"VfB Stuttgart","SV Werder Bremen",26,31,7,10
1974-11-29,"74/75",15,"Maier, Sepp","Balte, Werner",1,"Tor",15,-1,"FC Bayern München","VfL Bochum",30,26,9,3
1974-11-30,"74/75",15,"Gelhard, Ulrich","Hölzenbein, Bernd",1,"Tor",45,-3,"Wuppertaler SV","Eintracht Frankfurt",28,28,2,7
1974-11-30,"74/75",15,"Gelhard, Ulrich","Grabowski, Jürgen",1,"Pfosten",85,-5,"Wuppertaler SV","Eintracht Frankfurt",28,30,2,9
1974-11-30,"74/75",15,"Schumacher2, Harald","Stolzenburg, Norbert",1,"Tor",40,1,"1.FC Köln","Tennis Borussia Berlin",20,22,1,0
1974-11-30,"74/75",15,"Bockholt, Fred-Werner","Burgsmüller, Manfred",1,"Tor",27,0,"Kickers Offenbach","Rot-Weiss Essen",31,25,8,5
1974-12-06,"74/75",16,"Scholz, Werner","Ritschel, Manfred",1,"Tor",8,0,"VfL Bochum","Kickers Offenbach",30,28,6,4
1974-12-14,"74/75",17,"Franke, Bernd","Körbel, Charly",1,"vorbei",84,-2,"Eintracht Braunschweig","Eintracht Frankfurt",26,20,3,2
1974-12-14,"74/75",17,"Heinze, Gerhard","Burgsmüller, Manfred",1,"gehalten",34,0,"VfB Stuttgart","Rot-Weiss Essen",26,25,7,5
1974-12-21,"74/75",16,"Zander1, Thomas","Bast, Dieter",2,"Tor",62,1,"Hertha BSC","Rot-Weiss Essen",23,23,3,4
1975-01-18,"74/75",17,"Bockholt, Fred-Werner","Geye, Rainer",1,"gehalten",63,-3,"Kickers Offenbach","Fortuna Düsseldorf",31,25,8,3
1975-01-19,"74/75",16,"Kleff, Wolfgang","Handschuh, Karl-Heinz",1,"gehalten",24,2,"Borussia Mönchengladbach","Eintracht Braunschweig",28,27,6,8
1975-01-25,"74/75",18,"Maier, Sepp","Ritschel, Manfred",2,"Tor",33,2,"FC Bayern München","Kickers Offenbach",31,28,9,4
1975-01-25,"74/75",18,"Roleder, Helmut","Balte, Werner",1,"Pfosten",19,0,"VfB Stuttgart","VfL Bochum",21,27,2,3
1975-02-01,"74/75",19,"Birkenmeier, Hubert","Höttges, Horst-Dieter",1,"Tor",78,1,"Tennis Borussia Berlin","SV Werder Bremen",25,31,0,10
1975-02-01,"74/75",19,"Kargus, Rudolf","Ritschel, Manfred",1,"Tor",65,0,"Hamburger SV","Kickers Offenbach",22,28,3,4
1975-02-01,"74/75",19,"Hellström, Ronnie","Handschuh, Karl-Heinz",1,"Tor",57,-1,"1.FC Kaiserslautern","Eintracht Braunschweig",26,27,0,8
1975-02-01,"74/75",19,"Woyke, Wilfried","Ohlicher, Hermann",1,"gehalten",55,0,"Fortuna Düsseldorf","VfB Stuttgart",30,25,8,1
1975-02-01,"74/75",19,"Maier, Sepp","Kliemann, Uwe",1,"gehalten",88,-3,"FC Bayern München","Hertha BSC",31,25,9,4
1975-02-15,"74/75",20,"Schumacher2, Harald","Zimmermann2, Gerd",1,"Tor",75,-1,"1.FC Köln","Fortuna Düsseldorf",21,25,1,6
1975-02-15,"74/75",20,"Franke, Bernd","Lehmann2, Bernd",1,"Tor",3,0,"Eintracht Braunschweig","MSV Duisburg",27,27,3,7
1975-02-15,"74/75",20,"Burdenski, Dieter","Riedl, Johannes",1,"Tor",37,-2,"SV Werder Bremen","1.FC Kaiserslautern",24,25,4,6
1975-02-15,"74/75",20,"Hellström, Ronnie","Höttges, Horst-Dieter",2,"Tor",22,2,"1.FC Kaiserslautern","SV Werder Bremen",26,31,0,10
1975-02-15,"74/75",20,"Müller11, Manfred","Balte, Werner",1,"Tor",73,-1,"Wuppertaler SV","VfL Bochum",27,27,2,3
1975-02-22,"74/75",21,"Birkenmeier, Hubert","Körbel, Charly",1,"Tor",81,-5,"Tennis Borussia Berlin","Eintracht Frankfurt",25,20,0,2
1975-02-22,"74/75",21,"Maier, Sepp","Flohe, Heinz",1,"Tor",4,0,"FC Bayern München","1.FC Köln",31,27,9,8
1975-02-22,"74/75",21,"Linders, Dietmar","Höttges, Horst-Dieter",1,"gehalten",48,0,"MSV Duisburg","SV Werder Bremen",34,31,7,10
1975-03-01,"74/75",22,"Gelhard, Ulrich","Müller4, Gerd",1,"Tor",26,-1,"Wuppertaler SV","FC Bayern München",28,29,2,9
1975-03-01,"74/75",22,"Kleff, Wolfgang","Bücker, Theo",1,"gehalten",71,1,"Borussia Mönchengladbach","MSV Duisburg",28,26,6,5
1975-03-01,"74/75",22,"Wienhold, Günther","Riedl, Johannes",1,"gehalten",75,0,"Eintracht Frankfurt","1.FC Kaiserslautern",27,25,2,6
1975-03-01,"74/75",22,"Burdenski, Dieter","Bast, Dieter",1,"vorbei",5,1,"SV Werder Bremen","Rot-Weiss Essen",24,23,4,4
1975-03-01,"74/75",22,"Nigbur, Norbert","Zimmermann2, Gerd",1,"Latte",80,-2,"FC Schalke 04","Fortuna Düsseldorf",26,25,8,6
1975-03-07,"74/75",23,"Linders, Dietmar","Körbel, Charly",1,"Tor",14,0,"MSV Duisburg","Eintracht Frankfurt",34,20,7,2
1975-03-07,"74/75",23,"Linders, Dietmar","Kraus1, Wolfgang",1,"gehalten",66,-3,"MSV Duisburg","Eintracht Frankfurt",34,21,7,3
1975-03-08,"74/75",23,"Maier, Sepp","Fischer, Klaus",1,"Tor",15,0,"FC Bayern München","FC Schalke 04",31,25,9,6
1975-03-08,"74/75",23,"Heinze, Gerhard","Volkert, Georg",2,"Tor",30,-1,"VfB Stuttgart","Hamburger SV",26,29,7,9
1975-03-08,"74/75",23,"Kargus, Rudolf","Weller, Hans-Joachim",1,"Latte",61,2,"Hamburger SV","VfB Stuttgart",22,28,3,4
1975-03-21,"74/75",24,"Linders, Dietmar","Stolzenburg, Norbert",1,"Tor",43,0,"MSV Duisburg","Tennis Borussia Berlin",34,22,7,0
1975-03-22,"74/75",24,"Schumacher2, Harald","Elmer, Markus",1,"gehalten",14,0,"1.FC Köln","VfB Stuttgart",21,22,1,1
1975-03-22,"74/75",24,"Schumacher2, Harald","Ettmayer, Hans",1,"gehalten",80,-2,"1.FC Köln","VfB Stuttgart",21,28,1,8
1975-03-22,"74/75",24,"Büns, Kurt","Höttges, Horst-Dieter",2,"Tor",87,4,"Fortuna Düsseldorf","SV Werder Bremen",25,31,3,10
1975-04-01,"74/75",26,"Kargus, Rudolf","Lehmann2, Bernd",2,"Tor",44,1,"Hamburger SV","MSV Duisburg",22,27,3,7
1975-04-01,"74/75",26,"Rynio, Jürgen","Diehl, Ernst",2,"Tor",89,3,"Rot-Weiss Essen","1.FC Kaiserslautern",27,26,7,7
1975-04-01,"74/75",26,"Hellström, Ronnie","Erlhoff, Hermann",1,"vorbei",16,-1,"1.FC Kaiserslautern","Rot-Weiss Essen",26,30,0,7
1975-04-01,"74/75",26,"Franke, Bernd","Müller5, Ludwig",1,"Tor",34,0,"Eintracht Frankfurt","Hertha BSC",27,33,3,10
1975-04-05,"74/75",27,"Linders, Dietmar","Burgsmüller, Manfred",2,"Tor",84,1,"MSV Duisburg","Rot-Weiss Essen",34,25,7,5
1975-04-05,"74/75",27,"Bockholt, Fred-Werner","Simonsen, Allan",1,"Tor",79,-1,"Kickers Offenbach","Borussia Mönchengladbach",31,22,8,2
1975-04-05,"74/75",27,"Maier, Sepp","Körbel, Charly",1,"Tor",40,0,"FC Bayern München","Eintracht Frankfurt",31,20,9,2
1975-04-12,"74/75",25,"Müller11, Manfred","Weller, Hans-Joachim",2,"Tor",18,0,"Wuppertaler SV","VfB Stuttgart",27,28,2,4
1975-04-13,"74/75",26,"Kleff, Wolfgang","Müller4, Gerd",1,"Tor",90,1,"Borussia Mönchengladbach","FC Bayern München",28,29,6,9
1975-04-19,"74/75",28,"Birkenmeier, Hubert","Müller4, Gerd",1,"Tor",18,0,"Tennis Borussia Berlin","FC Bayern München",25,29,0,9
1975-04-19,"74/75",28,"Rynio, Jürgen","Volkert, Georg",1,"Tor",41,0,"Rot-Weiss Essen","Hamburger SV",27,29,7,9
1975-05-03,"74/75",29,"Linders, Dietmar","Brei, Dieter",2,"Tor",22,0,"MSV Duisburg","Fortuna Düsseldorf",34,24,7,4
1975-05-10,"74/75",30,"Kleff, Wolfgang","Löhr, Hannes",1,"Tor",37,1,"Borussia Mönchengladbach","1.FC Köln",28,32,6,10
1975-05-10,"74/75",30,"Müller11, Manfred","Höttges, Horst-Dieter",2,"Tor",36,-1,"Wuppertaler SV","SV Werder Bremen",27,31,2,10
1975-05-10,"74/75",30,"Burdenski, Dieter","Cremer, Manfred",1,"gehalten",42,2,"SV Werder Bremen","Wuppertaler SV",24,28,4,2
1975-05-10,"74/75",30,"Franke, Bernd","Bongartz, Hannes",1,"gehalten",50,0,"Eintracht Braunschweig","FC Schalke 04",27,23,3,0
1975-05-24,"74/75",31,"Scholz, Werner","Brei, Dieter",2,"Tor",44,1,"VfL Bochum","Fortuna Düsseldorf",30,24,6,4
1975-05-24,"74/75",31,"Büns, Kurt","Balte, Werner",1,"Tor",89,-1,"Fortuna Düsseldorf","VfL Bochum",25,27,3,3
1975-05-24,"74/75",31,"Müller11, Manfred","Simonsen, Allan",1,"Tor",13,0,"Wuppertaler SV","Borussia Mönchengladbach",27,22,2,2
1975-05-24,"74/75",31,"Müller11, Manfred","Heynckes, Jupp",1,"gehalten",72,-4,"Wuppertaler SV","Borussia Mönchengladbach",27,30,2,9
1975-05-31,"74/75",32,"Roleder, Helmut","Riedl, Johannes",2,"Tor",67,0,"VfB Stuttgart","1.FC Kaiserslautern",21,25,2,6
1975-05-31,"74/75",32,"Birkenmeier, Hubert","Müller2, Dieter",1,"Tor",40,0,"Tennis Borussia Berlin","1.FC Köln",26,21,0,2
1975-05-31,"74/75",32,"Birkenmeier, Hubert","Müller2, Dieter",1,"Tor",90,-4,"Tennis Borussia Berlin","1.FC Köln",26,21,0,2
1975-05-31,"74/75",32,"Nigbur, Norbert","Simonsen, Allan",2,"Tor",35,0,"FC Schalke 04","Borussia Mönchengladbach",27,22,8,2
1975-06-07,"74/75",33,"Zander1, Thomas","Burgsmüller, Manfred",1,"Tor",46,1,"Hertha BSC","Rot-Weiss Essen",23,25,3,5
1975-06-07,"74/75",33,"Zander1, Thomas","Bast, Dieter",1,"Tor",55,0,"Hertha BSC","Rot-Weiss Essen",23,23,3,4
1975-06-07,"74/75",33,"Hellström, Ronnie","Löhr, Hannes",2,"Tor",84,1,"1.FC Kaiserslautern","1.FC Köln",26,33,0,10
1975-06-07,"74/75",33,"Bockholt, Fred-Werner","Lameck, Michael",1,"Tor",60,0,"Kickers Offenbach","VfL Bochum",32,25,8,2
1975-06-14,"74/75",34,"Wienhold, Günther","Bründl, Ludwig",1,"Tor",58,0,"Eintracht Frankfurt","Eintracht Braunschweig",27,28,2,8
1975-06-14,"74/75",34,"Franke, Bernd","Neuberger, Willi",2,"gehalten",25,0,"Eintracht Braunschweig","Eintracht Frankfurt",27,29,3,8
1975-06-14,"74/75",34,"Wittke, Manfred","Fichtel, Klaus",1,"Tor",36,0,"Tennis Borussia Berlin","FC Schalke 04",22,30,0,9
1975-06-14,"74/75",34,"Heinze, Gerhard","Burgsmüller, Manfred",2,"Tor",52,2,"VfB Stuttgart","Rot-Weiss Essen",26,25,7,5
1975-06-14,"74/75",34,"Scholz, Werner","Müller5, Ludwig",1,"Tor",45,-2,"VfL Bochum","Hertha BSC",30,33,6,10
1975-06-14,"74/75",34,"Zander1, Thomas","Holz, Paul",2,"Tor",77,4,"Hertha BSC","VfL Bochum",23,22,3,3
1975-06-14,"74/75",34,"Kleff, Wolfgang","Bracht, Uwe",1,"gehalten",83,2,"Borussia Mönchengladbach","SV Werder Bremen",28,22,6,3
1975-06-14,"74/75",34,"Hellström, Ronnie","Pröpper2, Günter",1,"Latte",43,2,"1.FC Kaiserslautern","Wuppertaler SV",26,33,0,2
1975-08-09,"75/76",1,"Helmschrot, Bernd","Riedl, Johannes",1,"Tor",51,0,"Kickers Offenbach","1.FC Kaiserslautern",28,25,8,7
1975-08-09,"75/76",1,"Schumacher2, Harald","Beer, Erich",1,"Tor",65,0,"1.FC Köln","Hertha BSC",21,28,2,7
1975-08-09,"75/76",1,"Zander1, Thomas","Konopka, Harald",2,"Tor",40,1,"Hertha BSC","1.FC Köln",24,22,4,4
1975-08-09,"75/76",1,"Kargus, Rudolf","Kremers1, Helmut",2,"gehalten",60,2,"Hamburger SV","FC Schalke 04",23,26,4,8
1975-08-22,"75/76",3,"Pauly, Franz-Josef","Diehl, Ernst",1,"Tor",80,0,"Hannover 96","1.FC Kaiserslautern",26,26,6,8
1975-08-22,"75/76",3,"Maier, Sepp","Assauer, Rudolf",2,"vorbei",89,4,"FC Bayern München","SV Werder Bremen",31,31,10,11
1975-08-23,"75/76",3,"Helmschrot, Bernd","Dietz, Bernard",1,"Tor",31,0,"Kickers Offenbach","MSV Duisburg",28,27,8,5
1975-08-23,"75/76",3,"Linders, Dietmar","Ritschel, Manfred",2,"drüber",25,0,"MSV Duisburg","Kickers Offenbach",34,29,8,5
1975-08-23,"75/76",3,"Schumacher2, Harald","Handschuh, Karl-Heinz",1,"Latte",72,0,"1.FC Köln","Eintracht Braunschweig",21,27,2,9
1975-08-27,"75/76",4,"Nigbur, Norbert","Lameck, Michael",2,"Tor",55,0,"FC Schalke 04","VfL Bochum",27,26,9,3
1975-08-27,"75/76",4,"Scholz, Werner","Fischer, Klaus",1,"gehalten",85,1,"VfL Bochum","FC Schalke 04",30,25,7,7
1975-08-27,"75/76",4,"Wolter, Horst","Höttges, Horst-Dieter",1,"Tor",53,-1,"Hertha BSC","SV Werder Bremen",33,32,13,11
1975-08-30,"75/76",5,"Kroke, Manfred","Beer, Erich",1,"Tor",38,-1,"Bayer 05 Uerdingen","Hertha BSC",33,28,0,7
1975-08-30,"75/76",5,"Kroke, Manfred","Beer, Erich",1,"Tor",42,-2,"Bayer 05 Uerdingen","Hertha BSC",33,28,0,7
1975-08-30,"75/76",5,"Scholz, Werner","Hickersberger, Josef",2,"Tor",40,0,"VfL Bochum","Kickers Offenbach",30,27,7,9
1975-08-30,"75/76",5,"Helmschrot, Bernd","Balte, Werner",1,"Tor",85,-3,"Kickers Offenbach","VfL Bochum",28,27,8,4
1975-08-30,"75/76",5,"Burdenski, Dieter","Gersdorff, Bernd",1,"Tor",74,0,"SV Werder Bremen","Eintracht Braunschweig",24,28,5,6
1975-08-30,"75/76",5,"Franke, Bernd","Höttges, Horst-Dieter",2,"Tor",62,1,"Eintracht Frankfurt","SV Werder Bremen",27,32,4,11
1975-09-06,"75/76",6,"Wolter, Horst","Brei, Dieter",1,"Tor",28,0,"Hertha BSC","Fortuna Düsseldorf",33,25,13,5
1975-09-06,"75/76",6,"Wienhold, Günther","Hickersberger, Josef",1,"Tor",45,0,"Eintracht Frankfurt","Kickers Offenbach",27,27,3,9
1975-09-13,"75/76",7,"Hellström, Ronnie","Burgsmüller, Manfred",1,"Tor",90,-3,"1.FC Kaiserslautern","Rot-Weiss Essen",26,25,1,6
1975-09-13,"75/76",7,"Kroke, Manfred","Gutzeit, Peter",1,"Tor",63,0,"Bayer 05 Uerdingen","Karlsruher SC",34,28,0,4
1975-09-13,"75/76",7,"Kroke, Manfred","Kalb, Jürgen",1,"gehalten",18,0,"Bayer 05 Uerdingen","Karlsruher SC",34,27,0,7
1975-09-13,"75/76",7,"Helmschrot, Bernd","Müller4, Gerd",1,"Tor",42,0,"Kickers Offenbach","FC Bayern München",28,29,8,10
1975-09-13,"75/76",7,"Schumacher2, Harald","Höttges, Horst-Dieter",1,"Tor",40,2,"1.FC Köln","SV Werder Bremen",21,32,2,11
1975-09-13,"75/76",7,"Rynio, Jürgen","Riedl, Johannes",2,"gehalten",88,3,"Rot-Weiss Essen","1.FC Kaiserslautern",27,25,8,7
1975-09-19,"75/76",8,"Scholz, Werner","Diehl, Ernst",1,"Tor",75,-1,"VfL Bochum","1.FC Kaiserslautern",30,26,7,8
1975-09-20,"75/76",8,"Franke, Bernd","Fischer, Klaus",1,"Tor",38,1,"Eintracht Braunschweig","FC Schalke 04",27,25,4,7
1975-09-27,"75/76",9,"Büns, Kurt","Weist, Werner",1,"Tor",67,-2,"Fortuna Düsseldorf","SV Werder Bremen",26,26,4,7
1975-09-27,"75/76",9,"Helmschrot, Bernd","Gersdorff, Bernd",1,"Tor",60,-3,"Kickers Offenbach","Eintracht Braunschweig",28,28,8,6
1975-09-27,"75/76",9,"Nigbur, Norbert","Berger, Karl",1,"gehalten",46,2,"FC Schalke 04","Karlsruher SC",27,24,9,4
1975-09-27,"75/76",9,"Hellström, Ronnie","Körbel, Charly",1,"gehalten",11,-1,"1.FC Kaiserslautern","Eintracht Frankfurt",26,20,1,3
1975-09-27,"75/76",9,"Hellström, Ronnie","Grabowski, Jürgen",1,"drüber",47,-1,"1.FC Kaiserslautern","Eintracht Frankfurt",26,31,1,10
1975-10-04,"75/76",10,"Pauly, Franz-Josef","Beer, Erich",2,"Tor",18,-2,"Hannover 96","Hertha BSC",26,28,6,7
1975-10-04,"75/76",10,"Wienhold, Günther","Volkert, Georg",1,"Tor",71,-1,"Eintracht Frankfurt","Hamburger SV",27,29,3,10
1975-10-25,"75/76",11,"Helmschrot, Bernd","Höttges, Horst-Dieter",1,"Tor",31,0,"Kickers Offenbach","SV Werder Bremen",28,32,8,11
1975-10-25,"75/76",11,"Mutibaric, Dragan","Köstner, Lorenz-Günther",1,"Tor",66,-1,"FC Schalke 04","Bayer 05 Uerdingen",29,23,0,2
1975-10-25,"75/76",11,"Hellström, Ronnie","Beer, Erich",1,"drüber",5,0,"1.FC Kaiserslautern","Hertha BSC",26,28,1,7
1975-10-31,"75/76",12,"Burdenski, Dieter","Heynckes, Jupp",1,"Tor",83,-2,"SV Werder Bremen","Borussia Mönchengladbach",25,30,5,10
1975-11-08,"75/76",13,"Blasey, Heinz","Dürnberger, Bernd",1,"Tor",71,-2,"Rot-Weiss Essen","FC Bayern München",27,22,5,3
1975-11-08,"75/76",13,"Maier, Sepp","Bast, Dieter",2,"Latte",29,1,"FC Bayern München","Rot-Weiss Essen",31,24,10,5
1975-11-08,"75/76",13,"Scholz, Werner","Lorenz1, Bernd",1,"Tor",48,-1,"VfL Bochum","Eintracht Frankfurt",31,27,7,6
1975-11-08,"75/76",13,"Kargus, Rudolf","Gersdorff, Bernd",1,"Tor",11,0,"Hamburger SV","Eintracht Braunschweig",23,29,4,6
1975-11-15,"75/76",14,"Zander1, Thomas","Bast, Dieter",1,"Tor",47,-1,"Hertha BSC","Rot-Weiss Essen",24,24,4,5
1975-11-22,"75/76",15,"Blasey, Heinz","Bründl, Ludwig",1,"Tor",72,0,"Rot-Weiss Essen","Eintracht Braunschweig",27,29,5,9
1975-11-22,"75/76",15,"Dittel, Reinhard","Brei, Dieter",1,"Tor",62,-2,"Hannover 96","Fortuna Düsseldorf",26,25,4,5
1975-11-22,"75/76",15,"Kargus, Rudolf","Höttges, Horst-Dieter",1,"drüber",41,2,"Hamburger SV","SV Werder Bremen",23,32,4,11
1975-11-22,"75/76",15,"Kargus, Rudolf","Bracht, Uwe",1,"drüber",58,2,"Hamburger SV","SV Werder Bremen",23,22,4,4
1975-11-28,"75/76",16,"Helmschrot, Bernd","Simonsen, Allan",1,"Tor",48,-1,"Kickers Offenbach","Borussia Mönchengladbach",28,23,8,3
1975-11-29,"75/76",16,"Woyke, Wilfried","Toppmöller, Klaus",1,"Tor",80,0,"Fortuna Düsseldorf","1.FC Kaiserslautern",31,24,9,3
1975-11-29,"75/76",16,"Kargus, Rudolf","Funkel2, Friedhelm",2,"gehalten",32,0,"Hamburger SV","Bayer 05 Uerdingen",23,22,4,0
1975-11-29,"75/76",16,"Schumacher2, Harald","Dürnberger, Bernd",1,"gehalten",59,0,"1.FC Köln","FC Bayern München",21,22,2,3
1975-12-06,"75/76",17,"Blasey, Heinz","Röber, Jürgen",1,"Tor",15,1,"Rot-Weiss Essen","SV Werder Bremen",28,22,5,1
1975-12-06,"75/76",17,"Burdenski, Dieter","Bast, Dieter",2,"gehalten",30,0,"SV Werder Bremen","Rot-Weiss Essen",25,24,5,5
1975-12-06,"75/76",17,"Maier, Sepp","Beer, Erich",1,"gehalten",29,1,"FC Bayern München","Hertha BSC",31,29,10,7
1975-12-06,"75/76",17,"Scholz, Werner","Bredenfeld, Hermann",1,"vorbei",31,1,"VfL Bochum","Karlsruher SC",31,28,7,7
1976-01-17,"75/76",18,"Burdenski, Dieter","Lameck, Michael",2,"Tor",31,0,"SV Werder Bremen","VfL Bochum",25,26,5,3
1976-01-17,"75/76",18,"Scholz, Werner","Röber, Jürgen",1,"Tor",65,-1,"VfL Bochum","SV Werder Bremen",31,22,7,1
1976-01-17,"75/76",18,"Dittel, Reinhard","Simonsen, Allan",1,"gehalten",26,0,"Hannover 96","Borussia Mönchengladbach",27,23,4,3
1976-01-17,"75/76",18,"Hellström, Ronnie","Ritschel, Manfred",1,"Pfosten",51,2,"1.FC Kaiserslautern","Kickers Offenbach",26,29,1,5
1976-01-24,"75/76",19,"Dittel, Reinhard","Konopka, Harald",2,"Tor",62,1,"Hannover 96","1.FC Köln",27,23,4,4
1976-02-07,"75/76",20,"Blasey, Heinz","Fichtel, Klaus",1,"Tor",3,0,"Rot-Weiss Essen","FC Schalke 04",28,31,5,10
1976-02-07,"75/76",20,"Hellström, Ronnie","Holz, Paul",1,"Tor",86,-1,"1.FC Kaiserslautern","Hannover 96",27,23,1,4
1976-02-07,"75/76",20,"Linders, Dietmar","Ritschel, Manfred",1,"Tor",77,0,"MSV Duisburg","Kickers Offenbach",35,29,8,5
1976-02-07,"75/76",20,"Kroke, Manfred","Nickel1, Bernd",2,"Tor",56,-1,"Bayer 05 Uerdingen","Eintracht Frankfurt",34,26,0,8
1976-02-07,"75/76",20,"Kargus, Rudolf","Simonsen, Allan",1,"Pfosten",52,0,"Hamburger SV","Borussia Mönchengladbach",23,23,4,3
1976-02-14,"75/76",21,"Heinze, Gerhard","Bonhof, Rainer",2,"Tor",71,1,"MSV Duisburg","Borussia Mönchengladbach",27,23,8,5
1976-02-14,"75/76",21,"Kroke, Manfred","Müller4, Gerd",1,"Tor",54,0,"Bayer 05 Uerdingen","FC Bayern München",34,30,0,10
1976-02-21,"75/76",22,"Wimmer, Rudolf","Konopka, Harald",1,"gehalten",17,0,"Karlsruher SC","1.FC Köln",32,23,7,4
1976-03-06,"75/76",23,"Nigbur, Norbert","Müller4, Gerd",1,"Tor",41,-2,"FC Schalke 04","FC Bayern München",27,30,9,10
1976-03-06,"75/76",23,"Kroke, Manfred","Gersdorff, Bernd",1,"Tor",9,0,"Bayer 05 Uerdingen","Eintracht Braunschweig",34,29,0,6
1976-03-06,"75/76",23,"Burdenski, Dieter","Flindt-Bjerg, Ove",1,"Tor",70,-1,"SV Werder Bremen","Karlsruher SC",25,27,5,4
1976-03-06,"75/76",23,"Burdenski, Dieter","Struth, Karl-Heinz",1,"gehalten",58,0,"SV Werder Bremen","Karlsruher SC",25,27,5,9
1976-03-06,"75/76",23,"Woyke, Wilfried","Brück, Holger",1,"drüber",50,-1,"Fortuna Düsseldorf","Hertha BSC",31,28,9,3
1976-03-09,"75/76",21,"Schumacher2, Harald","Toppmöller, Klaus",1,"Tor",29,0,"1.FC Köln","1.FC Kaiserslautern",22,24,2,3
1976-03-13,"75/76",24,"Scholz, Werner","Kaemmer, Rolf",1,"Tor",44,1,"VfL Bochum","Hannover 96",31,27,7,3
1976-03-13,"75/76",24,"Woyke, Wilfried","Gersdorff, Bernd",2,"Tor",12,0,"Fortuna Düsseldorf","Eintracht Braunschweig",31,29,9,6
1976-03-13,"75/76",24,"Franke, Bernd","Brei, Dieter",1,"Tor",29,1,"Eintracht Braunschweig","Fortuna Düsseldorf",28,25,4,5
1976-03-20,"75/76",25,"Kleff, Wolfgang","Müller4, Gerd",1,"Tor",64,-3,"Borussia Mönchengladbach","FC Bayern München",29,30,7,10
1976-03-20,"75/76",25,"Kroke, Manfred","Ohling, Volker",1,"gehalten",28,0,"Bayer 05 Uerdingen","SV Werder Bremen",34,21,0,2
1976-03-20,"75/76",25,"Nigbur, Norbert","Frank, Wolfgang",1,"gehalten",85,-2,"FC Schalke 04","Eintracht Braunschweig",27,25,9,4
1976-03-27,"75/76",26,"Franke, Bernd","Ritschel, Manfred",1,"Tor",35,1,"Eintracht Braunschweig","Kickers Offenbach",28,29,4,5
1976-03-27,"75/76",26,"Kargus, Rudolf","Lameck, Michael",2,"gehalten",81,2,"Hamburger SV","VfL Bochum",23,26,4,3
1976-04-10,"75/76",27,"Woyke, Wilfried","Funkel2, Friedhelm",1,"Tor",17,-1,"Fortuna Düsseldorf","Bayer 05 Uerdingen",32,22,9,0
1976-04-10,"75/76",27,"Schumacher2, Harald","Hrubesch, Horst",1,"gehalten",72,3,"1.FC Köln","Rot-Weiss Essen",22,25,2,0
1976-04-15,"75/76",28,"Kroke, Manfred","Fichtel, Klaus",1,"Tor",75,-1,"Bayer 05 Uerdingen","FC Schalke 04",34,31,0,10
1976-04-17,"75/76",28,"Franke, Bernd","Stiller, Rainer",1,"Tor",50,0,"Eintracht Braunschweig","Hannover 96",28,31,4,9
1976-04-17,"75/76",28,"Woyke, Wilfried","Müller2, Dieter",1,"Pfosten",2,0,"Fortuna Düsseldorf","1.FC Köln",32,22,9,3
1976-04-30,"75/76",29,"Hellström, Ronnie","Gersdorff, Bernd",1,"Tor",45,0,"1.FC Kaiserslautern","Eintracht Braunschweig",27,29,1,6
1976-04-30,"75/76",29,"Franke, Bernd","Toppmöller, Klaus",2,"Latte",58,1,"Eintracht Frankfurt","1.FC Kaiserslautern",28,24,4,3
1976-05-01,"75/76",29,"Kleff, Wolfgang","Roentved, Peer",1,"Pfosten",43,-1,"Borussia Mönchengladbach","SV Werder Bremen",29,27,7,3
1976-05-08,"75/76",30,"Blasey, Heinz","Müller4, Gerd",2,"Tor",72,2,"Rot-Weiss Essen","FC Bayern München",28,30,5,10
1976-05-08,"75/76",30,"Maier, Sepp","Hrubesch, Horst",1,"Tor",74,-1,"FC Bayern München","Rot-Weiss Essen",32,25,10,0
1976-05-08,"75/76",30,"Kunter, Peter","Lameck, Michael",1,"Tor",67,-1,"Eintracht Frankfurt","VfL Bochum",35,26,10,3
1976-05-08,"75/76",30,"Heinze, Gerhard","Sidka, Wolfgang",2,"Tor",28,0,"MSV Duisburg","Hertha BSC",27,22,8,4
